Wall clock simulation time: 25.8225 seconds
Surface Fluence
1766 	0 	0 	0 	inf
1765 	0 	0 	0 	inf
1786 	0 	0 	0 	inf
2207 	0 	0 	0 	inf
2206 	0 	0 	0 	inf
2227 	0 	0 	0 	inf
2648 	0 	0 	0 	inf
2648 	0 	0 	0 	inf
2647 	0 	0 	0 	inf
2668 	0 	0 	0 	inf
3089 	0 	0 	0 	inf
3089 	0 	0 	0 	inf
3088 	0 	0 	0 	inf
3109 	0 	0 	0 	inf
3530 	0 	0 	0 	inf
3530 	0 	0 	0 	inf
3529 	0 	0 	0 	inf
3550 	0 	0 	0 	inf
3971 	0 	0 	0 	inf
3971 	0 	0 	0 	inf
3970 	0 	0 	0 	inf
3991 	0 	0 	0 	inf
4412 	0 	0 	0 	inf
4412 	0 	0 	0 	inf
4411 	0 	0 	0 	inf
4432 	0 	0 	0 	inf
4853 	0 	0 	0 	inf
4853 	0 	0 	0 	inf
4852 	0 	0 	0 	inf
4873 	0 	0 	0 	inf
5294 	0 	0 	0 	inf
5293 	0 	0 	0 	inf
2208 	0 	0 	0 	inf
2649 	0 	0 	0 	inf
2649 	0 	0 	0 	inf
3090 	0 	0 	0 	inf
3090 	0 	0 	0 	inf
3531 	0 	0 	0 	inf
3531 	0 	0 	0 	inf
3972 	0 	0 	0 	inf
3972 	0 	0 	0 	inf
4413 	0 	0 	0 	inf
4413 	0 	0 	0 	inf
4854 	0 	0 	0 	inf
4854 	0 	0 	0 	inf
5295 	0 	0 	0 	inf
5295 	0 	0 	0 	inf
5736 	0 	0 	0 	inf
5736 	0 	0 	0 	inf
3091 	0 	0 	0 	inf
3532 	0 	0 	0 	inf
3532 	0 	0 	0 	inf
3973 	0 	0 	0 	inf
3973 	0 	0 	0 	inf
4414 	0 	0 	0 	inf
4414 	0 	0 	0 	inf
4855 	0 	0 	0 	inf
4855 	0 	0 	0 	inf
5296 	0 	0 	0 	inf
3533 	0 	0 	0 	inf
3974 	0 	0 	0 	inf
4415 	0 	0 	0 	inf
4415 	0 	0 	0 	inf
4856 	0 	0 	0 	inf
1786 	0 	0 	0 	inf
1807 	0 	0 	0 	inf
2227 	0 	0 	0 	inf
2248 	0 	0 	0 	inf
2668 	0 	0 	0 	inf
2689 	0 	0 	0 	inf
3109 	0 	0 	0 	inf
3130 	0 	0 	0 	inf
3550 	0 	0 	0 	inf
3571 	0 	0 	0 	inf
3991 	0 	0 	0 	inf
4012 	0 	0 	0 	inf
4432 	0 	0 	0 	inf
4453 	0 	0 	0 	inf
